# pagina_11
# Total: 11

numero,tipo,x,y
1,iluminação_externa_1,1775,1596
2,iluminação_externa_1,692,1609
3,iluminação_externa_1,677,2388
4,iluminação_externa_1,1775,2375
5,iluminação_externa_1,2635,2034
6,iluminação_externa_3,2478,1839
7,iluminação_externa_3,2537,1930
8,iluminação_externa_3,2535,2044
9,iluminação_externa_3,2446,2108
10,iluminação_externa_3,2372,2112
11,iluminação_externa_1,2643,1332
