DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,ORIGEM DE PREÇO ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA,CUSTO MATERIAL,% MATERIAL,CUSTO EQUIPAMENTO,% EQUIPAMENTO,CUSTO SERVICOS TERCEIROS,% SERVICOS TERCEIROS,CUSTO OUTROS,% OUTROS,VINCULO
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,ESGOTAMENTO COM BOMBA,26.0,,,104482.0,ESGOTAMENTO DE VALA COM BOMBA SUBMERSÍVEL. AF_12/2022,H,COEFICIENTE DE REPRESENTATIVIDADE,"27,30",,,,,,,,,"18,36","67,2527474","7,92","29,0109890","0,54","1,9780219","0,00","0,0000000","0,48","1,7582417",CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,ESGOTAMENTO COM BOMBA,26.0,,,104482.0,ESGOTAMENTO DE VALA COM BOMBA SUBMERSÍVEL. AF_12/2022,H,COEFICIENTE DE REPRESENTATIVIDADE,"27,30",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"1,0000000","26,28","26,28",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,ESGOTAMENTO COM BOMBA,26.0,,,104482.0,ESGOTAMENTO DE VALA COM BOMBA SUBMERSÍVEL. AF_12/2022,H,COEFICIENTE DE REPRESENTATIVIDADE,"27,30",COMPOSICAO,89021.0,"BOMBA SUBMERSÍVEL ELÉTRICA TRIFÁSICA, POTÊNCIA 2,96 HP, Ø ROTOR 144 MM SEMI-ABERTO, BOCAL DE SAÍDA Ø 2"", HM/Q = 2 MCA / 38,8 M3/H A 28 MCA / 5 M3/H - CHP DIURNO. AF_06/2014",CHP,COEFICIENTE DE REPRESENTATIVIDADE,"0,2500000","2,79","0,69",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,ESGOTAMENTO COM BOMBA,26.0,,,104482.0,ESGOTAMENTO DE VALA COM BOMBA SUBMERSÍVEL. AF_12/2022,H,COEFICIENTE DE REPRESENTATIVIDADE,"27,30",COMPOSICAO,89022.0,"BOMBA SUBMERSÍVEL ELÉTRICA TRIFÁSICA, POTÊNCIA 2,96 HP, Ø ROTOR 144 MM SEMI-ABERTO, BOCAL DE SAÍDA Ø 2"", HM/Q = 2 MCA / 38,8 M3/H A 28 MCA / 5 M3/H - CHI DIURNO. AF_06/2014",CHI,COEFICIENTE DE REPRESENTATIVIDADE,"0,7500000","0,45","0,33",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104185.0,"INSTALAÇÃO E DESINSTALAÇÃO DE CONJUNTO DE BOMBAS, À VÁCUO E CENTRÍFUGA, PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES (EXCLUI O FORNECIMENTO DE BOMBAS). AF_12/2022",UN,COEFICIENTE DE REPRESENTATIVIDADE,"22,92",,,,,,,,,"15,83","69,0424137","7,09","30,9575863","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104185.0,"INSTALAÇÃO E DESINSTALAÇÃO DE CONJUNTO DE BOMBAS, À VÁCUO E CENTRÍFUGA, PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES (EXCLUI O FORNECIMENTO DE BOMBAS). AF_12/2022",UN,COEFICIENTE DE REPRESENTATIVIDADE,"22,92",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1430000","21,46","3,06",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104185.0,"INSTALAÇÃO E DESINSTALAÇÃO DE CONJUNTO DE BOMBAS, À VÁCUO E CENTRÍFUGA, PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES (EXCLUI O FORNECIMENTO DE BOMBAS). AF_12/2022",UN,COEFICIENTE DE REPRESENTATIVIDADE,"22,92",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,7560000","26,28","19,86",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104190.0,INSTALAÇÃO E DESINSTALAÇÃO DE SISTEMA DE BOMBA PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR POÇOS PROFUNDOS (EXCLUI O FORNECIMENTO DE BOMBA). AF_12/2022,UN,COEFICIENTE DE REPRESENTATIVIDADE,"613,43",,,,,,,,,"407,03","66,3525499","206,40","33,6474501","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104190.0,INSTALAÇÃO E DESINSTALAÇÃO DE SISTEMA DE BOMBA PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR POÇOS PROFUNDOS (EXCLUI O FORNECIMENTO DE BOMBA). AF_12/2022,UN,COEFICIENTE DE REPRESENTATIVIDADE,"613,43",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"14,8500000","21,46","318,68",,,,,,,,,,,CAIXA REFERENCIAL
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIX,DROP,REBAIXAMENTO DO LENCOL FREATICO,27.0,,,104190.0,INSTALAÇÃO E DESINSTALAÇÃO DE SISTEMA DE BOMBA PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR POÇOS PROFUNDOS (EXCLUI O FORNECIMENTO DE BOMBA). AF_12/2022,UN,COEFICIENTE DE REPRESENTATIVIDADE,"613,43",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"11,2160000","26,28","294,75",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91831.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,95",,,,,,,,,"7,00","39,0011223","10,95","60,9988777","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91831.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,95",INSUMO,2689.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, COR AMARELA, DE 20 MM",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","2,19","2,40",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91831.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,95",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0800000","21,46","1,71",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91831.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,95",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0800000","26,28","2,10",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91831.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,95",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91833.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,49",,,,,,,,,"6,99","37,8540305","11,50","62,1459695","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91833.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,49",INSUMO,39243.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 20 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","2,68","2,94",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91833.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,49",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0800000","21,46","1,71",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91833.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,49",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0800000","26,28","2,10",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91833.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,49",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91834.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,68",,,,,,,,,"7,35","39,3857758","11,33","60,6142242","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91834.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,68",INSUMO,2688.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, COR AMARELA, DE 25 MM",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","2,37","2,60",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91834.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,68",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0910000","21,46","1,95",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91834.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,68",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0910000","26,28","2,39",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91834.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"18,68",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91835.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"20,06",,,,,,,,,"7,35","36,6599799","12,71","63,3400201","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91835.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"20,06",INSUMO,39244.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 25 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","3,62","3,98",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91835.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"20,06",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0910000","21,46","1,95",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91835.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"20,06",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0910000","26,28","2,39",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91835.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"20,06",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91836.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,20",,,,,,,,,"7,78","36,7346938","13,42","63,2653062","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91836.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,20",INSUMO,2690.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, COR AMARELA, DE 32 MM",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","4,06","4,46",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91836.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,20",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1050000","21,46","2,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91836.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,20",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,1050000","26,28","2,75",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91836.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,20",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91837.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,40",,,,,,,,,"7,78","31,8912237","16,62","68,1087763","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91837.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,40",INSUMO,39245.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 32 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","6,97","7,66",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91837.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,40",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1050000","21,46","2,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91837.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,40",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,1050000","26,28","2,75",,,,,,,,,,,CAIXA REFERENCIAL
