DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,ORIGEM DE PREÇO ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA,CUSTO MATERIAL,% MATERIAL,CUSTO EQUIPAMENTO,% EQUIPAMENTO,CUSTO SERVICOS TERCEIROS,% SERVICOS TERCEIROS,CUSTO OUTROS,% OUTROS,VINCULO
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,92984.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,COEFICIENTE DE REPRESENTATIVIDADE,"16,6500000","26,88","447,55",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,93666.0,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","73,92","73,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,96977.0,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,9500000","56,03","109,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,96986.0,"HASTE DE ATERRAMENTO, DIÂMETRO 3/4"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","109,68","109,68",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,100578.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 9 M, CARGA NOMINAL MENOR OU IGUAL A 1000 DAN, ENGASTAMENTO SIMPLES COM 1,5 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","481,38","481,38",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101503.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 25 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.767,54",COMPOSICAO,104749.0,"CONECTOR GRAMPO METÁLICO TIPO OLHAL, PARA SPDA, PARA HASTE DE ATERRAMENTO DE 3/4'' E CABOS DE 10 A 50 MM2 - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","18,31","18,31",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",,,,,,,,,"294,65","14,9822803","1.665,36","84,6760561","6,71","0,3416636","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,1094.0,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO, SEM ISOLADOR",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","18,24","18,24",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,3398.0,"ISOLADOR DE PORCELANA, TIPO ROLDANA, DIMENSOES DE *72* X *72* MM, PARA USO EM BAIXA TENSAO",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","5,92","5,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,4346.0,"PARAFUSO DE FERRO POLIDO, SEXTAVADO, COM ROSCA PARCIAL, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA E ARRUELA DE PRESSAO MEDIA",UN,COEFICIENTE DE REPRESENTATIVIDADE,"3,0000000","11,67","35,01",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,11267.0,"ARRUELA LISA, REDONDA, DE LATAO POLIDO, DIAMETRO NOMINAL 5/8"", DIAMETRO EXTERNO = 34 MM, DIAMETRO DO FURO = 17 MM, ESPESSURA = *2,5* MM",UN,ATRIBUÍDO SÃO PAULO,"2,0000000","1,43","2,86",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,14153.0,"FITA METALICA PERFURADA, L = *18* MM, ROLO DE 30 M, CARGA RECOMENDADA = *30* KGF",UN,ATRIBUÍDO SÃO PAULO,"0,0600000","60,92","3,65",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,34643.0,"CAIXA DE INSPECAO PARA ATERRAMENTO E PARA RAIOS, EM POLIPROPILENO, DIAMETRO = 300 MM X ALTURA = 400 MM",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","44,22","44,22",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,39809.0,"CAIXA PARA MEDIDOR POLIFASICO, EM POLICARBONATO / TERMOPLASTICO, PARA ALOJAR 1 DISJUNTOR (PADRAO DA CONCESSIONARIA LOCAL)",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","169,28","169,28",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,39996.0,"VERGALHAO ZINCADO ROSCA TOTAL, 1/4"" (6,3 MM)",M,COEFICIENTE DE REPRESENTATIVIDADE,"0,1664000","4,60","0,76",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",INSUMO,39997.0,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1/4""",UN,COEFICIENTE DE REPRESENTATIVIDADE,"2,0000000","0,35","0,70",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,87367.0,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,COEFICIENTE DE REPRESENTATIVIDADE,"0,0166000","703,98","11,68",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,3233000","21,46","6,93",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"2,9102000","26,28","76,48",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,91873.0,"ELETRODUTO RÍGIDO ROSCÁVEL, PVC, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"6,0500000","19,99","120,93",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,91886.0,"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","13,74","13,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,91920.0,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","21,25","21,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,91922.0,"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","22,99","22,99",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,92986.0,"CABO DE COBRE FLEXÍVEL ISOLADO, 35 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,COEFICIENTE DE REPRESENTATIVIDADE,"16,6500000","37,21","619,54",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,93666.0,"DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","73,92","73,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,96977.0,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,9500000","56,03","109,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,96986.0,"HASTE DE ATERRAMENTO, DIÂMETRO 3/4"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","109,68","109,68",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,100578.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 9 M, CARGA NOMINAL MENOR OU IGUAL A 1000 DAN, ENGASTAMENTO SIMPLES COM 1,5 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","481,38","481,38",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101504.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, BIFÁSICA, COM CAIXA DE EMBUTIR, CABO DE 35 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.966,72",COMPOSICAO,104749.0,"CONECTOR GRAMPO METÁLICO TIPO OLHAL, PARA SPDA, PARA HASTE DE ATERRAMENTO DE 3/4'' E CABOS DE 10 A 50 MM2 - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","18,31","18,31",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101505.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, TRIFÁSICA, COM CAIXA DE SOBREPOR, CABO DE 10 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.695,14",,,,,,,,,"319,56","18,8520812","1.368,86","80,7514124","6,72","0,3965064","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101505.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, TRIFÁSICA, COM CAIXA DE SOBREPOR, CABO DE 10 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.695,14",INSUMO,1094.0,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO, SEM ISOLADOR",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","18,24","18,24",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101505.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, TRIFÁSICA, COM CAIXA DE SOBREPOR, CABO DE 10 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.695,14",INSUMO,3398.0,"ISOLADOR DE PORCELANA, TIPO ROLDANA, DIMENSOES DE *72* X *72* MM, PARA USO EM BAIXA TENSAO",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","5,92","5,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101505.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, TRIFÁSICA, COM CAIXA DE SOBREPOR, CABO DE 10 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.695,14",INSUMO,4346.0,"PARAFUSO DE FERRO POLIDO, SEXTAVADO, COM ROSCA PARCIAL, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA E ARRUELA DE PRESSAO MEDIA",UN,COEFICIENTE DE REPRESENTATIVIDADE,"3,0000000","11,67","35,01",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,FORNECIMENTO DE MAT/MO P/ELETRIFICACAO E ILUMINACA,172.0,,,101505.0,"ENTRADA DE ENERGIA ELÉTRICA, AÉREA, TRIFÁSICA, COM CAIXA DE SOBREPOR, CABO DE 10 MM2 E DISJUNTOR DIN 50A (NÃO INCLUSO O POSTE DE CONCRETO). AF_07/2020_PS",UN,ATRIBUÍDO SÃO PAULO,"1.695,14",INSUMO,11267.0,"ARRUELA LISA, REDONDA, DE LATAO POLIDO, DIAMETRO NOMINAL 5/8"", DIAMETRO EXTERNO = 34 MM, DIAMETRO DO FURO = 17 MM, ESPESSURA = *2,5* MM",UN,ATRIBUÍDO SÃO PAULO,"2,0000000","1,43","2,86",,,,,,,,,,,CAIXA REFERENCIAL
