# pagina_4
# Total: 14

numero,tipo,x,y
1,spda_haste,204,699
2,spda_haste,658,696
3,spda_haste,203,1168
4,spda_haste,214,1618
5,spda_haste,673,1608
6,spda_haste,1136,1622
7,spda_haste,1576,1612
8,spda_haste,2062,1607
9,spda_haste,2372,1415
10,spda_haste,2546,1069
11,spda_haste,2553,733
12,spda_haste,2081,672
13,spda_haste,1624,688
14,spda_haste,1153,697
